Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta description;URL rewritten;Image URL
279;1;Conjuntos;278;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=182&field=image_512
280;1;Rueda;278;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=183&field=image_512
281;1;Sillin;278;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=181&field=image_512
282;1;Pasante;278;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=518&field=image_512
283;1;Cintas de manillar;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=185&field=image_512
284;1;Cubiertas;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=272&field=image_512
285;1;Otras;284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=307&field=image_512
286;1;"12""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=274&field=image_512
287;1;"14""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=275&field=image_512
288;1;"16""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=276&field=image_512
289;1;"18""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=277&field=image_512
290;1;"20""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=278&field=image_512
291;1;"22""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=353&field=image_512
292;1;"24""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=279&field=image_512
293;1;"26""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=280&field=image_512
294;1;Menor que 26x1.75;293;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=435&field=image_512
295;1;Mayor que 26x1.75;293;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=436&field=image_512
296;1;26x1.3/8 (Varias);293;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=434&field=image_512
297;1;"27.5""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=335&field=image_512
298;1;"28"" (700)";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=281&field=image_512
299;1;CTB;298;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=431&field=image_512
300;1;ROAD;298;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=432&field=image_512
301;1;"29""";284;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=282&field=image_512
302;1;Direcciones;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=62&field=image_512
303;1;Ahead;302;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=187&field=image_512
304;1;Rosca;302;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=188&field=image_512
305;1;Varios;302;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=64&field=image_512
306;1;Espaciadores;302;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=63&field=image_512
307;1;Ejes pedalier;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=189&field=image_512
308;1;Cazoletas;307;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=190&field=image_512
309;1;Pedalier sellado;307;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=191&field=image_512
310;1;Recambios;307;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=192&field=image_512
311;1;Simple;307;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=193&field=image_512
312;1;Frenos;226;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=50&field=image_512
313;1;Adaptadores de disco;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=471&field=image_512
314;1;Cantilever;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=196&field=image_512
315;1;Carretera;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=197&field=image_512
316;1;Discos;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=198&field=image_512
317;1;Frenos Varilla;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=477&field=image_512
318;1;Herradura;312;0;;;;;https://jlwenti.com/website/image?model=product.public.category&id=195&field=image_512
